"","Kommune","locality","site","utm_sone","date","month","year","utm_N","utm_E","stage","obs"
"276","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013650,563050,"juvenile",0
"277","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013651,563048,"adult",8
"278","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013651,563048,"juvenile",0
"279","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013649,563044,"adult",1
"280","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013649,563044,"juvenile",0
"281","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013654,563040,"adult",4
"282","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013654,563040,"juvenile",0
"283","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013655,563041,"adult",3
"284","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013655,563041,"juvenile",0
"285","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013654,563043,"adult",2
"286","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013654,563043,"juvenile",0
"287","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013649,563043,"adult",5
"288","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013649,563043,"juvenile",0
"289","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013657,563049,"adult",3
"290","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013657,563049,"juvenile",0
"291","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013654,563049,"adult",5
"292","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013654,563049,"juvenile",0
"293","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013658,563051,"adult",2
"294","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013658,563051,"juvenile",0
"295","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013656,563038,"adult",1
"296","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013656,563038,"juvenile",0
"297","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013645,563020,"adult",3
"298","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013645,563020,"juvenile",0
"299","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013643,563023,"adult",14
"300","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013643,563023,"juvenile",0
"301","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013645,563025,"adult",1
"302","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013645,563025,"juvenile",0
"303","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013645,562988,"adult",2
"304","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013645,562988,"juvenile",0
"305","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013632,562979,"adult",1
"306","Melhus","Kregnesteigen","Kreg","32V",2021-09-27,"september",2021,7013632,562979,"juvenile",0
"307","Melhus","Storrønningen","Stor","32V",2021-06-16,"juni",2021,7011977,563394,"adult",0
"308","Melhus","Storrønningen","Stor","32V",2021-06-16,"juni",2021,7011977,563394,"juvenile",1
"309","Melhus","Storrønningen","Stor","32V",2021-08-10,"august",2021,7011923,563377,"adult",0
"310","Melhus","Storrønningen","Stor","32V",2021-08-10,"august",2021,7011923,563377,"juvenile",1
"311","Melhus","Storrønningen","Stor","32V",2021-08-10,"august",2021,7011906,563341,"adult",0
"312","Melhus","Storrønningen","Stor","32V",2021-08-10,"august",2021,7011906,563341,"juvenile",1
"313","Melhus","Kregnesteigen","Kreg","32V",2021-08-09,"august",2021,7013660,563046,"adult",0
"314","Melhus","Kregnesteigen","Kreg","32V",2021-08-09,"august",2021,7013660,563046,"juvenile",1
"315","Melhus","Kregnesteigen","Kreg","32V",2021-08-09,"august",2021,7013634,562932,"adult",0
"316","Melhus","Kregnesteigen","Kreg","32V",2021-08-09,"august",2021,7013634,562932,"juvenile",1
"317","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011835,563830,"adult",0
"318","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011835,563830,"juvenile",3
"319","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011834,563831,"adult",0
"320","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011834,563831,"juvenile",1
"321","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011833,563828,"adult",0
"322","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011833,563828,"juvenile",1
"323","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011836,563824,"adult",0
"324","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011836,563824,"juvenile",1
"325","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011837,563818,"adult",0
"326","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011837,563818,"juvenile",1
"327","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011836,563800,"adult",0
"328","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011836,563800,"juvenile",2
"329","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011837,563800,"adult",0
"330","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011837,563800,"juvenile",1
"331","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011833,563801,"adult",0
"332","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011833,563801,"juvenile",1
"333","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011833,563800,"adult",0
"334","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011833,563800,"juvenile",1
"335","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011832,563802,"adult",0
"336","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011832,563802,"juvenile",1
"337","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011830,563800,"adult",0
"338","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011830,563800,"juvenile",2
"339","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011830,563797,"adult",0
"340","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011830,563797,"juvenile",5
"341","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011841,563781,"adult",0
"342","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011841,563781,"juvenile",3
"343","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011841,563781,"adult",0
"344","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011841,563781,"juvenile",2
"345","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011843,563774,"adult",0
"346","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011843,563774,"juvenile",2
"347","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011841,563775,"adult",0
"348","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011841,563775,"juvenile",1
"349","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011844,563771,"adult",0
"350","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011844,563771,"juvenile",3
"351","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011849,563753,"adult",0
"352","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011849,563753,"juvenile",1
"353","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011852,563750,"adult",0
"354","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011852,563750,"juvenile",1
"355","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011852,563748,"adult",0
"356","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011852,563748,"juvenile",2
"357","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011854,563746,"adult",0
"358","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011854,563746,"juvenile",3
"359","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011854,563747,"adult",0
"360","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011854,563747,"juvenile",3
"361","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011855,563747,"adult",0
"362","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011855,563747,"juvenile",1
"363","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011861,563744,"adult",0
"364","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011861,563744,"juvenile",1
"365","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011860,563740,"adult",0
"366","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011860,563740,"juvenile",3
"367","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011858,563740,"adult",0
"368","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011858,563740,"juvenile",1
"369","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011857,563738,"adult",0
"370","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011857,563738,"juvenile",2
"371","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011863,563734,"adult",0
"372","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011863,563734,"juvenile",2
"373","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011863,563729,"adult",0
"374","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011863,563729,"juvenile",1
"375","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011864,563726,"adult",0
"376","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011864,563726,"juvenile",2
"377","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011857,563722,"adult",0
"378","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011857,563722,"juvenile",1
"379","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011836,563775,"adult",0
"380","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011836,563775,"juvenile",3
"381","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011835,563777,"adult",0
"382","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011835,563777,"juvenile",1
"383","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011832,563790,"adult",0
"384","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011832,563790,"juvenile",2
"385","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011907,563449,"adult",0
"386","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011907,563449,"juvenile",1
"387","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011903,563451,"adult",0
"388","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011903,563451,"juvenile",2
"389","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011903,563447,"adult",0
"390","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011903,563447,"juvenile",1
"391","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011901,563446,"adult",0
"392","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011901,563446,"juvenile",1
"393","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011901,563442,"adult",0
"394","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011901,563442,"juvenile",1
"395","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011902,563432,"adult",0
"396","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011902,563432,"juvenile",1
"397","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011905,563428,"adult",0
"398","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011905,563428,"juvenile",1
"399","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011905,563431,"adult",0
"400","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011905,563431,"juvenile",1
"401","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011891,563430,"adult",0
"402","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011891,563430,"juvenile",1
"403","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011926,563487,"adult",0
"404","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011926,563487,"juvenile",1
"405","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011929,563472,"adult",0
"406","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011929,563472,"juvenile",1
"407","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011933,563468,"adult",0
"408","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011933,563468,"juvenile",2
"409","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011935,563467,"adult",0
"410","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011935,563467,"juvenile",1
"411","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011934,563472,"adult",0
"412","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011934,563472,"juvenile",1
"413","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011937,563464,"adult",0
"414","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011937,563464,"juvenile",1
"415","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011937,563451,"adult",0
"416","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011937,563451,"juvenile",1
"417","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011939,563446,"adult",0
"418","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011939,563446,"juvenile",1
"419","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011945,563439,"adult",0
"420","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011945,563439,"juvenile",2
"421","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011945,563434,"adult",0
"422","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011945,563434,"juvenile",1
"423","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011944,563431,"adult",0
"424","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011944,563431,"juvenile",1
"425","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011941,563435,"adult",0
"426","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011941,563435,"juvenile",1
"427","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011943,563433,"adult",0
"428","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011943,563433,"juvenile",1
"429","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011939,563431,"adult",0
"430","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011939,563431,"juvenile",1
"431","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011938,563436,"adult",0
"432","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011938,563436,"juvenile",3
"433","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011936,563437,"adult",0
"434","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011936,563437,"juvenile",1
"435","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011929,563437,"adult",0
"436","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011929,563437,"juvenile",1
"437","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011927,563437,"adult",0
"438","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011927,563437,"juvenile",1
"439","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011926,563433,"adult",0
"440","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011926,563433,"juvenile",1
"441","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011929,563431,"adult",0
"442","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011929,563431,"juvenile",1
"443","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011936,563401,"adult",0
"444","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011936,563401,"juvenile",1
"445","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011932,563392,"adult",0
"446","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011932,563392,"juvenile",1
"447","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011913,563346,"adult",0
"448","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011913,563346,"juvenile",1
"449","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011915,563343,"adult",0
"450","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011915,563343,"juvenile",1
"451","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011913,563285,"adult",0
"452","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011913,563285,"juvenile",1
"453","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011918,563247,"adult",0
"454","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011918,563247,"juvenile",1
"455","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011921,563212,"adult",0
"456","Melhus","Storrønningen","Stor","32V",2021-09-27,"september",2021,7011921,563212,"juvenile",1
