kommune,locality,utm,N,E,date,month,year,site,stage,obs,Nr
Melhus,Storr<f8>nningen,32V,7011901,563425,2020/07/15,juli,"2020",Storr,larva,"4",
Melhus,Storr<f8>nningen,32V,7011908,563429,2020/07/15,juli,"2020",Storr,larva,"2",
Melhus,Storr<f8>nningen,32V,7011909,563434,2020/07/15,juli,"2020",Storr,larva,"1",
Melhus,Storr<f8>nningen,32V,7011938,563446,2020/07/15,juli,"2020",Storr,larva,"4",
Melhus,Storr<f8>nningen,32V,7011931,563443,2020/07/15,juli,"2020",Storr,larva,"1",
Melhus,Storr<f8>nningen,32V,7011940,563425,2020/07/15,juli,"2020",Storr,larva,"40",
Melhus,Storr<f8>nningen,32V,7011943,563429,2020/07/15,juli,"2020",Storr,larva,"10",
Melhus,Storr<f8>nningen,32V,7011944,563435,2020/07/15,juli,"2020",Storr,larva,"8",
Melhus,Storr<f8>nningen,32V,7011945,563446,2020/07/15,juli,"2020",Storr,larva,"2",
Melhus,Storr<f8>nningen,32V,7011936,563429,2020/07/15,juli,"2020",Storr,larva,"1",
Melhus,Storr<f8>nningen,32V,7011937,563419,2020/07/15,juli,"2020",Storr,larva,"43",
Melhus,Storr<f8>nningen,32V,7011938,563413,2020/07/15,juli,"2020",Storr,larva,"20",
Melhus,Storr<f8>nningen,32V,7011940,563408,2020/07/15,juli,"2020",Storr,larva,"142",
Melhus,Storr<f8>nningen,32V,7011936,563406,2020/07/15,juli,"2020",Storr,larva,"20",
Melhus,Storr<f8>nningen,32V,7011936,563409,2020/07/15,juli,"2020",Storr,larva,"16",
Melhus,Storr<f8>nningen,32V,7011936,563402,2020/07/15,juli,"2020",Storr,larva,"51",
Melhus,Storr<f8>nningen,32V,7011935,563400,2020/07/15,juli,"2020",Storr,larva,"6",
Melhus,Storr<f8>nningen,32V,7011936,563397,2020/07/15,juli,"2020",Storr,larva,"8",
Melhus,Storr<f8>nningen,32V,7011932,563394,2020/07/15,juli,"2020",Storr,larva,"10",
Melhus,Storr<f8>nningen,32V,7011934,563391,2020/07/15,juli,"2020",Storr,larva,"1",
Melhus,Storr<f8>nningen,32V,7011927,563405,2020/07/15,juli,"2020",Storr,larva,"2",
Melhus,Storr<f8>nningen,32V,7011923,563417,2020/07/15,juli,"2020",Storr,larva,"2",
Melhus,Storr<f8>nningen,32V,7011923,563421,2020/07/15,juli,"2020",Storr,larva,"9",
Melhus,Storr<f8>nningen,32V,7011906,563342,2020/07/15,juli,"2020",Storr,larva,"2",
Melhus,Storr<f8>nningen,32V,7011904,563338,2020/07/15,juli,"2020",Storr,larva,"1",
Melhus,Storr<f8>nningen,32V,7011908,563315,2020/07/15,juli,"2020",Storr,larva,"2",
Melhus,Storr<f8>nningen,32V,7011901,563311,2020/07/15,juli,"2020",Storr,larva,"3",
Melhus,Storr<f8>nningen,32V,7011907,563303,2020/07/15,juli,"2020",Storr,larva,"4",
Melhus,Storr<f8>nningen,32V,7011909,563299,2020/07/15,juli,"2020",Storr,larva,"6",
Melhus,Storr<f8>nningen,32V,7011910,563293,2020/07/15,juli,"2020",Storr,larva,"3",
Melhus,Storr<f8>nningen,32V,7011910,563282,2020/07/15,juli,"2020",Storr,larva,"2",
Melhus,Storr<f8>nningen,32V,7011911,563277,2020/07/15,juli,"2020",Storr,larva,"2",
Melhus,Storr<f8>nningen,32V,7011926,563259,2020/07/15,juli,"2020",Storr,larva,"10",
Melhus,Storr<f8>nningen,32V,7011938,563243,2020/07/15,juli,"2020",Storr,larva,"5",
Melhus,Storr<f8>nningen,32V,7011937,563239,2020/07/15,juli,"2020",Storr,larva,"3",
Melhus,Storr<f8>nningen,32V,7011950,563229,2020/07/15,juli,"2020",Storr,larva,"1",
Melhus,Storr<f8>nningen,32V,7011956,563214,2020/07/15,juli,"2020",Storr,larva,"1",
Melhus,Storr<f8>nningen,32V,7011960,563209,2020/07/15,juli,"2020",Storr,larva,"8",
Melhus,Storr<f8>nningen,32V,7011962,563204,2020/07/15,juli,"2020",Storr,larva,"3",
Melhus,Storr<f8>nningen,32V,7011955,563206,2020/07/15,juli,"2020",Storr,larva,"13",
Melhus,Storr<f8>nningen,32V,7011961,563198,2020/07/15,juli,"2020",Storr,larva,"1",
Melhus,Storr<f8>nningen,32V,7011967,563201,2020/07/15,juli,"2020",Storr,larva,"12",
Melhus,Storr<f8>nningen,32V,7011965,563187,2020/07/15,juli,"2020",Storr,larva,"0",
Melhus,Storr<f8>nningen,32V,7011961,563192,2020/07/15,juli,"2020",Storr,larva,"2",
Melhus,Storr<f8>nningen,32V,7011950,563193,2020/07/15,juli,"2020",Storr,larva,"5",
Melhus,Storr<f8>nningen,32V,7011933,563203,2020/07/15,juli,"2020",Storr,larva,"9",
Melhus,Storr<f8>nningen,32V,7011940,563200,2020/07/15,juli,"2020",Storr,larva,"1",
Melhus,Storr<f8>nningen,32V,7011950,563187,2020/07/15,juli,"2020",Storr,larva,"1",
Melhus,Storr<f8>nningen,32V,7011951,563184,2020/07/15,juli,"2020",Storr,larva,"1",
Melhus,Storr<f8>nningen,32V,7011955,563179,2020/07/15,juli,"2020",Storr,larva,"6",
Melhus,Storr<f8>nningen,32V,7011957,563172,2020/07/15,juli,"2020",Storr,larva,"0",
Melhus,Storr<f8>nningen,32V,7011973,563176,2020/07/15,juli,"2020",Storr,larva,"2",
Melhus,Storr<f8>nningen,32V,7011995,563165,2020/07/15,juli,"2020",Storr,larva,"1",
Melhus,Storr<f8>nningen,32V,7011983,563152,2020/07/15,juli,"2020",Storr,larva,"3",
Melhus,Storr<f8>nningen,32V,7011989,563146,2020/07/15,juli,"2020",Storr,larva,"2",
Melhus,Storr<f8>nningen,32V,7012008,563144,2020/07/15,juli,"2020",Storr,larva,"6",
Melhus,Storr<f8>nningen,32V,7011995,563246,2020/07/15,juli,"2020",Storr,larva,"2",
Melhus,Storr<f8>nningen,32V,7011994,563279,2020/07/15,juli,"2020",Storr,larva,"7",
Melhus,Storr<f8>nningen,32V,7011992,563306,2020/07/15,juli,"2020",Storr,larva,"2",
Melhus,Storr<f8>nningen,32V,7011988,563341,2020/07/15,juli,"2020",Storr,larva,"4",
Melhus,Storr<f8>nningen,32V,7011985,563347,2020/07/15,juli,"2020",Storr,larva,"3",
Melhus,Storr<f8>nningen,32V,7011984,563354,2020/07/15,juli,"2020",Storr,larva,"4",
Melhus,Storr<f8>nningen,32V,7011981,563364,2020/07/15,juli,"2020",Storr,larva,"3",
Melhus,Storr<f8>nningen,32V,7011980,563371,2020/07/15,juli,"2020",Storr,larva,"1",
Melhus,Storr<f8>nningen,32V,7011980,563390,2020/07/15,juli,"2020",Storr,larva,"1",
Melhus,Storr<f8>nningen,32V,7011979,563396,2020/07/15,juli,"2020",Storr,larva,"9",
Melhus,Storr<f8>nningen,32V,7011979,563394,2020/07/15,juli,"2020",Storr,larva,"1",
Melhus,Storr<f8>nningen,32V,7011938,563388,2020/07/15,juli,"2020",Storr,larva,"1",
Melhus,Storr<f8>nningen,32V,7011939,563394,2020/07/15,juli,"2020",Storr,larva,"5",
Melhus,Storr<f8>nningen,32V,7011888,563418,2020/07/15,juli,"2020",Storr,larva,"3",
Melhus,Storr<f8>nningen,32V,7011885,563419,2020/07/15,juli,"2020",Storr,larva,"12",
Melhus,Storr<f8>nningen,32V,7011881,563406,2020/07/15,juli,"2020",Storr,larva,"1",
Melhus,Storr<f8>nningen,32V,7011887,563412,2020/07/15,juli,"2020",Storr,larva,"3",
Melhus,Storr<f8>nningen,32 V,7011901,563469,2020/08/17,august,"2020",Storr,larva,"1",
Melhus,Storr<f8>nningen,32 V,7011904,563455,2020/08/17,august,"2020",Storr,larva,"4",
Melhus,Storr<f8>nningen,32 V,7011901,563447,2020/08/17,august,"2020",Storr,larva,"2",
Melhus,Storr<f8>nningen,32 V,7011902,563436,2020/08/17,august,"2020",Storr,larva,"18",
Melhus,Storr<f8>nningen,32 V,7011898,563438,2020/08/17,august,"2020",Storr,larva,"5",
Melhus,Storr<f8>nningen,32 V,7011898,563441,2020/08/17,august,"2020",Storr,larva,"6",
Melhus,Storr<f8>nningen,32 V,7011888,563444,2020/08/17,august,"2020",Storr,larva,"2",
Melhus,Storr<f8>nningen,32 V,7011894,563432,2020/08/17,august,"2020",Storr,larva,"0",
Melhus,Storr<f8>nningen,32 V,7011893,563441,2020/08/17,august,"2020",Storr,larva,"1",
Melhus,Storr<f8>nningen,32 V,7011896,563437,2020/08/17,august,"2020",Storr,larva,"1",
Melhus,Storr<f8>nningen,32 V,7011897,563431,2020/08/17,august,"2020",Storr,larva,"6",
Melhus,Storr<f8>nningen,32 V,7011899,563426,2020/08/17,august,"2020",Storr,larva,"7",
Melhus,Storr<f8>nningen,32 V,7011899,563430,2020/08/17,august,"2020",Storr,larva,"5",
Melhus,Storr<f8>nningen,32 V,7011901,563434,2020/08/17,august,"2020",Storr,larva,"1",
Melhus,Storr<f8>nningen,32 V,7011905,563427,2020/08/17,august,"2020",Storr,larva,"8",
Melhus,Storr<f8>nningen,32 V,7011892,563423,2020/08/17,august,"2020",Storr,larva,"3",
Melhus,Storr<f8>nningen,32 V,7011888,563420,2020/08/17,august,"2020",Storr,larva,"10",
Melhus,Storr<f8>nningen,32 V,7011891,563412,2020/08/17,august,"2020",Storr,larva,"1",
Melhus,Storr<f8>nningen,32 V,7011889,563405,2020/08/17,august,"2020",Storr,larva,"1",
Melhus,Storr<f8>nningen,32 V,7011937,563439,2020/08/17,august,"2020",Storr,larva,"0",
Melhus,Storr<f8>nningen,32 V,7011942,563435,2020/08/17,august,"2020",Storr,larva,"1",
Melhus,Storr<f8>nningen,32 V,7011942,563427,2020/08/17,august,"2020",Storr,larva,"11",
Melhus,Storr<f8>nningen,32 V,7011946,563427,2020/08/17,august,"2020",Storr,larva,"9",
Melhus,Storr<f8>nningen,32 V,7011937,563415,2020/08/17,august,"2020",Storr,larva,"15",
Melhus,Storr<f8>nningen,32 V,7011940,563414,2020/08/17,august,"2020",Storr,larva,"8",
Melhus,Storr<f8>nningen,32 V,7011939,563411,2020/08/17,august,"2020",Storr,larva,"22",
Melhus,Storr<f8>nningen,32 V,7011940,563408,2020/08/17,august,"2020",Storr,larva,"24",
Melhus,Storr<f8>nningen,32 V,7011937,563409,2020/08/17,august,"2020",Storr,larva,"27",
Melhus,Storr<f8>nningen,32 V,7011941,563409,2020/08/17,august,"2020",Storr,larva,"8",
Melhus,Storr<f8>nningen,32 V,7011939,563406,2020/08/17,august,"2020",Storr,larva,"105",
Melhus,Storr<f8>nningen,32 V,7011936,563403,2020/08/17,august,"2020",Storr,larva,"35",
Melhus,Storr<f8>nningen,32 V,7011938,563404,2020/08/17,august,"2020",Storr,larva,"16",
Melhus,Storr<f8>nningen,32 V,7011941,563405,2020/08/17,august,"2020",Storr,larva,"70",
Melhus,Storr<f8>nningen,32 V,7011940,563402,2020/08/17,august,"2020",Storr,larva,"30",
Melhus,Storr<f8>nningen,32 V,7011938,563402,2020/08/17,august,"2020",Storr,larva,"7",
Melhus,Storr<f8>nningen,32 V,7011940,563399,2020/08/17,august,"2020",Storr,larva,"6",
Melhus,Storr<f8>nningen,32 V,7011941,563394,2020/08/17,august,"2020",Storr,larva,"2",
Melhus,Storr<f8>nningen,32 V,7011936,563394,2020/08/17,august,"2020",Storr,larva,"4",
Melhus,Storr<f8>nningen,32 V,7011924,563379,2020/08/17,august,"2020",Storr,larva,"2",
Melhus,Storr<f8>nningen,32 V,7011922,563376,2020/08/17,august,"2020",Storr,larva,"1",
Melhus,Storr<f8>nningen,32 V,7011914,563350,2020/08/17,august,"2020",Storr,larva,"5",
Melhus,Storr<f8>nningen,32 V,7011913,563347,2020/08/17,august,"2020",Storr,larva,"2",
Melhus,Storr<f8>nningen,32 V,7011914,563344,2020/08/17,august,"2020",Storr,larva,"2",
Melhus,Storr<f8>nningen,32 V,7011909,563343,2020/08/17,august,"2020",Storr,larva,"2",
Melhus,Storr<f8>nningen,32 V,7011914,563335,2020/08/17,august,"2020",Storr,larva,"3",
Melhus,Storr<f8>nningen,32 V,7011911,563327,2020/08/17,august,"2020",Storr,larva,"2",
Melhus,Storr<f8>nningen,32 V,7011912,563292,2020/08/17,august,"2020",Storr,larva,"2",
Melhus,Storr<f8>nningen,32 V,7011919,563285,2020/08/17,august,"2020",Storr,larva,"2",
Melhus,Storr<f8>nningen,32 V,7011914,563278,2020/08/17,august,"2020",Storr,larva,"0",
Melhus,Storr<f8>nningen,32 V,7011923,563266,2020/08/17,august,"2020",Storr,larva,"0",
Melhus,Storr<f8>nningen,32 V,7011936,563247,2020/08/17,august,"2020",Storr,larva,"1",
Melhus,Storr<f8>nningen,32 V,7011944,563239,2020/08/17,august,"2020",Storr,larva,"5",
Melhus,Storr<f8>nningen,32 V,7011943,563231,2020/08/17,august,"2020",Storr,larva,"0",
Melhus,Storr<f8>nningen,32 V,7011950,563229,2020/08/17,august,"2020",Storr,larva,"1",
Melhus,Storr<f8>nningen,32 V,7011958,563215,2020/08/17,august,"2020",Storr,larva,"1",
Melhus,Storr<f8>nningen,32 V,7011959,563211,2020/08/17,august,"2020",Storr,larva,"0",
Melhus,Storr<f8>nningen,32 V,7011961,563208,2020/08/17,august,"2020",Storr,larva,"2",
Melhus,Storr<f8>nningen,32 V,7011962,563203,2020/08/17,august,"2020",Storr,larva,"3",
Melhus,Storr<f8>nningen,32 V,7011966,563202,2020/08/17,august,"2020",Storr,larva,"11",
Melhus,Storr<f8>nningen,32 V,7011965,563197,2020/08/17,august,"2020",Storr,larva,"1",
Melhus,Storr<f8>nningen,32 V,7011969,563183,2020/08/17,august,"2020",Storr,larva,"3",
Melhus,Storr<f8>nningen,32 V,7011964,563187,2020/08/17,august,"2020",Storr,larva,"8",
Melhus,Storr<f8>nningen,32 V,7011933,563204,2020/08/17,august,"2020",Storr,larva,"2",
Melhus,Storr<f8>nningen,32 V,7011930,563207,2020/08/18,august,"2020",Storr,larva,"1",
Melhus,Storr<f8>nningen,32 V,7011940,563197,2020/08/17,august,"2020",Storr,larva,"2",
Melhus,Storr<f8>nningen,32 V,7011947,563190,2020/08/17,august,"2020",Storr,larva,"1",
Melhus,Storr<f8>nningen,32 V,7011947,563185,2020/08/17,august,"2020",Storr,larva,"5",
Melhus,Storr<f8>nningen,32 V,7011953,563180,2020/08/17,august,"2020",Storr,larva,"8",
Melhus,Storr<f8>nningen,32 V,7011955,563179,2020/08/17,august,"2020",Storr,larva,"2",
Melhus,Storr<f8>nningen,32 V,7011955,563176,2020/08/17,august,"2020",Storr,larva,"2",
Melhus,Storr<f8>nningen,32 V,7011958,563173,2020/08/17,august,"2020",Storr,larva,"3",
Melhus,Storr<f8>nningen,32 V,7011959,563169,2020/08/17,august,"2020",Storr,larva,"1",
Melhus,Storr<f8>nningen,32 V,7011963,563167,2020/08/17,august,"2020",Storr,larva,"2",
Melhus,Storr<f8>nningen,32 V,7011968,563164,2020/08/17,august,"2020",Storr,larva,"0",
Melhus,Storr<f8>nningen,32 V,7011969,563156,2020/08/17,august,"2020",Storr,larva,"2",
Melhus,Storr<f8>nningen,32 V,7011971,563153,2020/08/17,august,"2020",Storr,larva,"1",
Melhus,Storr<f8>nningen,32 V,7012007,563141,2020/08/17,august,"2020",Storr,larva,"2",
Melhus,Storr<f8>nningen,32 V,7011993,563143,2020/08/17,august,"2020",Storr,larva,"4",
Melhus,Storr<f8>nningen,32 V,7011981,563154,2020/08/17,august,"2020",Storr,larva,"1",
Melhus,Storr<f8>nningen,32 V,7011976,563158,2020/08/17,august,"2020",Storr,larva,"2",
Melhus,Storr<f8>nningen,32 V,7011995,563280,2020/08/17,august,"2020",Storr,larva,"7",
Melhus,Storr<f8>nningen,32 V,7011993,563308,2020/08/17,august,"2020",Storr,larva,"1",
Melhus,Storr<f8>nningen,32 V,7011991,563339,2020/08/17,august,"2020",Storr,larva,"1",
Melhus,Storr<f8>nningen,32 V,7011988,563346,2020/08/17,august,"2020",Storr,larva,"2",
Melhus,Storr<f8>nningen,32 V,7011988,563349,2020/08/17,august,"2020",Storr,larva,"5",
Melhus,Storr<f8>nningen,32 V,7011987,563356,2020/08/17,august,"2020",Storr,larva,"2",
Melhus,Storr<f8>nningen,32 V,7011985,563363,2020/08/17,august,"2020",Storr,larva,"3",
Melhus,Storr<f8>nningen,32V,7011900,563472,2021/06/16,juni,"2021",Storr,larva,"1",
Melhus,Storr<f8>nningen,32V,7011901,563445,2021/06/16,juni,"2021",Storr,larva,"1",
Melhus,Storr<f8>nningen,32V,7011902,563436,2021/06/16,juni,"2021",Storr,larva,"4",
Melhus,Storr<f8>nningen,32V,7011902,563427,2021/06/16,juni,"2021",Storr,larva,"3",
Melhus,Storr<f8>nningen,32V,7011900,563429,2021/06/16,juni,"2021",Storr,larva,"2",
Melhus,Storr<f8>nningen,32V,7011899,563430,2021/06/16,juni,"2021",Storr,larva,"1",
Melhus,Storr<f8>nningen,32V,7011898,563432,2021/06/16,juni,"2021",Storr,larva,"3",
Melhus,Storr<f8>nningen,32V,7011897,563434,2021/06/16,juni,"2021",Storr,larva,"2",
Melhus,Storr<f8>nningen,32V,7011899,563437,2021/06/16,juni,"2021",Storr,larva,"10",
Melhus,Storr<f8>nningen,32V,7011897,563439,2021/06/16,juni,"2021",Storr,larva,"2",
Melhus,Storr<f8>nningen,32V,7011895,563438,2021/06/16,juni,"2021",Storr,larva,"5",
Melhus,Storr<f8>nningen,32V,7011895,563441,2021/06/16,juni,"2021",Storr,larva,"4",
Melhus,Storr<f8>nningen,32V,7011894,563443,2021/06/16,juni,"2021",Storr,larva,"2",
Melhus,Storr<f8>nningen,32V,7011894,563446,2021/06/16,juni,"2021",Storr,larva,"7",
Melhus,Storr<f8>nningen,32V,7011891,563445,2021/06/16,juni,"2021",Storr,larva,"9",
Melhus,Storr<f8>nningen,32V,7011891,563448,2021/06/16,juni,"2021",Storr,larva,"3",
Melhus,Storr<f8>nningen,32V,7011891,563451,2021/06/16,juni,"2021",Storr,larva,"1",
Melhus,Storr<f8>nningen,32V,7011890,563437,2021/06/16,juni,"2021",Storr,larva,"4",
Melhus,Storr<f8>nningen,32V,7011893,563437,2021/06/16,juni,"2021",Storr,larva,"17",
Melhus,Storr<f8>nningen,32V,7011893,563433,2021/06/16,juni,"2021",Storr,larva,"0",
Melhus,Storr<f8>nningen,32V,7011895,563433,2021/06/16,juni,"2021",Storr,larva,"6",
Melhus,Storr<f8>nningen,32V,7011897,563436,2021/06/16,juni,"2021",Storr,larva,"3",
Melhus,Storr<f8>nningen,32V,7011892,563439,2021/06/16,juni,"2021",Storr,larva,"1",
Melhus,Storr<f8>nningen,32V,7011896,563429,2021/06/16,juni,"2021",Storr,larva,"20",
Melhus,Storr<f8>nningen,32V,7011903,563426,2021/06/16,juni,"2021",Storr,larva,"2",
Melhus,Storr<f8>nningen,32V,7011899,563428,2021/06/16,juni,"2021",Storr,larva,"6",
Melhus,Storr<f8>nningen,32V,7011900,563432,2021/06/16,juni,"2021",Storr,larva,"5",
Melhus,Storr<f8>nningen,32V,7011902,563433,2021/06/16,juni,"2021",Storr,larva,"1",
Melhus,Storr<f8>nningen,32V,7011890,563429,2021/06/16,juni,"2021",Storr,larva,"8",
Melhus,Storr<f8>nningen,32V,7011892,563428,2021/06/16,juni,"2021",Storr,larva,"6",
Melhus,Storr<f8>nningen,32V,7011892,563425,2021/06/16,juni,"2021",Storr,larva,"5",
Melhus,Storr<f8>nningen,32V,7011888,563426,2021/06/16,juni,"2021",Storr,larva,"1",
Melhus,Storr<f8>nningen,32V,7011889,563423,2021/06/16,juni,"2021",Storr,larva,"2",
Melhus,Storr<f8>nningen,32V,7011895,563421,2021/06/16,juni,"2021",Storr,larva,"4",
Melhus,Storr<f8>nningen,32V,7011893,563430,2021/06/16,juni,"2021",Storr,larva,"1",
Melhus,Storr<f8>nningen,32V,7011907,563426,2021/06/16,juni,"2021",Storr,larva,"2",
Melhus,Storr<f8>nningen,32V,7011930,563442,2021/06/16,juni,"2021",Storr,larva,"2",
Melhus,Storr<f8>nningen,32V,7011933,563438,2021/06/16,juni,"2021",Storr,larva,"2",
Melhus,Storr<f8>nningen,32V,7011934,563435,2021/06/16,juni,"2021",Storr,larva,"4",
Melhus,Storr<f8>nningen,32V,7011928,563448,2021/06/16,juni,"2021",Storr,larva,"1",
Melhus,Storr<f8>nningen,32V,7011924,563421,2021/06/16,juni,"2021",Storr,larva,"1",
Melhus,Storr<f8>nningen,32V,7011924,563418,2021/06/16,juni,"2021",Storr,larva,"4",
Melhus,Storr<f8>nningen,32V,7011924,563415,2021/06/16,juni,"2021",Storr,larva,"1",
Melhus,Storr<f8>nningen,32V,7011920,563418,2021/06/16,juni,"2021",Storr,larva,"2",
Melhus,Storr<f8>nningen,32V,7011939,563431,2021/06/16,juni,"2021",Storr,larva,"1",
Melhus,Storr<f8>nningen,32V,7011941,563434,2021/06/16,juni,"2021",Storr,larva,"20",
Melhus,Storr<f8>nningen,32V,7011943,563438,2021/06/16,juni,"2021",Storr,larva,"7",
Melhus,Storr<f8>nningen,32V,7011940,563430,2021/06/16,juni,"2021",Storr,larva,"27",
Melhus,Storr<f8>nningen,32V,7011943,563426,2021/06/16,juni,"2021",Storr,larva,"23",
Melhus,Storr<f8>nningen,32V,7011941,563426,2021/06/16,juni,"2021",Storr,larva,"3",
Melhus,Storr<f8>nningen,32V,7011935,563417,2021/06/16,juni,"2021",Storr,larva,"23",
Melhus,Storr<f8>nningen,32V,7011935,563415,2021/06/16,juni,"2021",Storr,larva,"11",
Melhus,Storr<f8>nningen,32V,7011935,563412,2021/06/16,juni,"2021",Storr,larva,"30",
Melhus,Storr<f8>nningen,32V,7011936,563413,2021/06/16,juni,"2021",Storr,larva,"39",
Melhus,Storr<f8>nningen,32V,7011936,563411,2021/06/16,juni,"2021",Storr,larva,"52",
Melhus,Storr<f8>nningen,32V,7011935,563408,2021/06/16,juni,"2021",Storr,larva,"47",
Melhus,Storr<f8>nningen,32V,7011937,563408,2021/06/16,juni,"2021",Storr,larva,"100",
Melhus,Storr<f8>nningen,32V,7011937,563406,2021/06/16,juni,"2021",Storr,larva,"84",
Melhus,Storr<f8>nningen,32V,7011937,563404,2021/06/16,juni,"2021",Storr,larva,"69",
Melhus,Storr<f8>nningen,32V,7011935,563405,2021/06/16,juni,"2021",Storr,larva,"85",
Melhus,Storr<f8>nningen,32V,7011935,563402,2021/06/16,juni,"2021",Storr,larva,"2",
Melhus,Storr<f8>nningen,32V,7011937,563402,2021/06/16,juni,"2021",Storr,larva,"27",
Melhus,Storr<f8>nningen,32V,7011934,563398,2021/06/16,juni,"2021",Storr,larva,"7",
Melhus,Storr<f8>nningen,32V,7011937,563399,2021/06/16,juni,"2021",Storr,larva,"11",
Melhus,Storr<f8>nningen,32V,7011932,563391,2021/06/16,juni,"2021",Storr,larva,"1",
Melhus,Storr<f8>nningen,32V,7011921,563379,2021/06/16,juni,"2021",Storr,larva,"5",
Melhus,Storr<f8>nningen,32V,7011911,563356,2021/06/16,juni,"2021",Storr,larva,"1",
Melhus,Storr<f8>nningen,32V,7011912,563352,2021/06/16,juni,"2021",Storr,larva,"10",
Melhus,Storr<f8>nningen,32V,7011913,563349,2021/06/16,juni,"2021",Storr,larva,"3",
Melhus,Storr<f8>nningen,32V,7011912,563343,2021/06/16,juni,"2021",Storr,larva,"1",
Melhus,Storr<f8>nningen,32V,7011910,563338,2021/06/16,juni,"2021",Storr,larva,"4",
Melhus,Storr<f8>nningen,32V,7011911,563334,2021/06/16,juni,"2021",Storr,larva,"2",
Melhus,Storr<f8>nningen,32V,7011911,563328,2021/06/16,juni,"2021",Storr,larva,"1",
Melhus,Storr<f8>nningen,32V,7011912,563318,2021/06/16,juni,"2021",Storr,larva,"13",
Melhus,Storr<f8>nningen,32V,7011907,563321,2021/06/16,juni,"2021",Storr,larva,"2",
Melhus,Storr<f8>nningen,32V,7011905,563324,2021/06/16,juni,"2021",Storr,larva,"1",
Melhus,Storr<f8>nningen,32V,7011901,563312,2021/06/16,juni,"2021",Storr,larva,"2",
Melhus,Storr<f8>nningen,32V,7011912,563305,2021/06/16,juni,"2021",Storr,larva,"1",
Melhus,Storr<f8>nningen,32V,7011911,563309,2021/06/16,juni,"2021",Storr,larva,"4",
Melhus,Storr<f8>nningen,32V,7011909,563305,2021/06/16,juni,"2021",Storr,larva,"2",
Melhus,Storr<f8>nningen,32V,7011912,563300,2021/06/16,juni,"2021",Storr,larva,"1",
Melhus,Storr<f8>nningen,32V,7011915,563291,2021/06/16,juni,"2021",Storr,larva,"1",
Melhus,Storr<f8>nningen,32V,7011913,563279,2021/06/16,juni,"2021",Storr,larva,"2",
Melhus,Storr<f8>nningen,32V,7011914,563272,2021/06/16,juni,"2021",Storr,larva,"1",
Melhus,Storr<f8>nningen,32V,7011920,563266,2021/06/16,juni,"2021",Storr,larva,"2",
Melhus,Storr<f8>nningen,32V,7011920,563257,2021/06/16,juni,"2021",Storr,larva,"1",
Melhus,Storr<f8>nningen,32V,7011926,563259,2021/06/16,juni,"2021",Storr,larva,"2",
Melhus,Storr<f8>nningen,32V,7011928,563253,2021/06/16,juni,"2021",Storr,larva,"1",
Melhus,Storr<f8>nningen,32V,7011938,563243,2021/06/16,juni,"2021",Storr,larva,"3",
Melhus,Storr<f8>nningen,32V,7011937,563241,2021/06/16,juni,"2021",Storr,larva,"1",
Melhus,Storr<f8>nningen,32V,7011940,563238,2021/06/16,juni,"2021",Storr,larva,"1",
Melhus,Storr<f8>nningen,32V,7011942,563236,2021/06/16,juni,"2021",Storr,larva,"1",
Melhus,Storr<f8>nningen,32V,7011940,563231,2021/06/16,juni,"2021",Storr,larva,"2",
Melhus,Storr<f8>nningen,32V,7011943,563230,2021/06/16,juni,"2021",Storr,larva,"3",
Melhus,Storr<f8>nningen,32V,7011946,563229,2021/06/16,juni,"2021",Storr,larva,"2",
Melhus,Storr<f8>nningen,32V,7011951,563217,2021/06/16,juni,"2021",Storr,larva,"2",
Melhus,Storr<f8>nningen,32V,7011951,563222,2021/06/16,juni,"2021",Storr,larva,"3",
Melhus,Storr<f8>nningen,32V,7011955,563215,2021/06/16,juni,"2021",Storr,larva,"2",
Melhus,Storr<f8>nningen,32V,7011957,563213,2021/06/16,juni,"2021",Storr,larva,"2",
Melhus,Storr<f8>nningen,32V,7011956,563209,2021/06/16,juni,"2021",Storr,larva,"3",
Melhus,Storr<f8>nningen,32V,7011954,563209,2021/06/16,juni,"2021",Storr,larva,"1",
Melhus,Storr<f8>nningen,32V,7011959,563207,2021/06/16,juni,"2021",Storr,larva,"1",
Melhus,Storr<f8>nningen,32V,7011961,563209,2021/06/16,juni,"2021",Storr,larva,"3",
Melhus,Storr<f8>nningen,32V,7011955,563201,2021/06/16,juni,"2021",Storr,larva,"5",
Melhus,Storr<f8>nningen,32V,7011957,563200,2021/06/16,juni,"2021",Storr,larva,"1",
Melhus,Storr<f8>nningen,32V,7011957,563196,2021/06/16,juni,"2021",Storr,larva,"1",
Melhus,Storr<f8>nningen,32V,7011966,563201,2021/06/16,juni,"2021",Storr,larva,"2",
Melhus,Storr<f8>nningen,32V,7011961,563188,2021/06/16,juni,"2021",Storr,larva,"1",
Melhus,Storr<f8>nningen,32V,7011968,563184,2021/06/16,juni,"2021",Storr,larva,"8",
Melhus,Storr<f8>nningen,32V,7011932,563204,2021/06/16,juni,"2021",Storr,larva,"5",
Melhus,Storr<f8>nningen,32V,7011938,563198,2021/06/16,juni,"2021",Storr,larva,"4",
Melhus,Storr<f8>nningen,32V,7011940,563194,2021/06/16,juni,"2021",Storr,larva,"1",
Melhus,Storr<f8>nningen,32V,7011941,563191,2021/06/16,juni,"2021",Storr,larva,"1",
